Hybridization REF,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86
BOLL|66037,0.5831,1.2484,0.4636,0.9497,3.957,0,1.0893,0,1.33,2.649,0.8901,0,0,0.9179,0,0.551,1.4735,0,1.5627,0.3348
BOP1|23246,522.449,504.7857,182.1975,371.3434,311.4754,258.6658,280.5011,406.4894,366.4173,249.0066,293.725,482.7735,235.9495,120.6976,528.8136,595.0413,775.5403,513.5314,1592.3948,766.3207
BPESC1|60467,0.5831,0,0,0,0.5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPGM|669,362.6822,1081.9809,1060.2689,379.8909,709.4404,648.759,1409.5861,595.7639,537.9884,408.6093,425.4562,851.6032,1194.1668,1125.2868,3037.7724,548.2094,649.3124,6302.9703,376.0906,945.765
BPHL|670,281.0496,588.4311,225.3129,310.5608,183.1543,199.4973,421.5686,190.1758,472.153,237.0861,602.1362,1070.7961,496.8049,339.6053,1035.3511,281.5427,130.1572,318.8119,398.4894,662.8724
BPIL1|80341,0,1.2484,137.6912,0.9497,0,0,0,0,0,0,0,0.4576,0,0,8.7167,0,0,1.3201,0,0
BPIL2|254240,0,0,0,10.447,1.1306,0.5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6696
BPIL3|128859,0,0,0,0.4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPI|671,1.1662,0,0,1.4246,0.5653,0,0,0.9013,1.995,0,0,0.4576,0,0.4589,0,0.551,0.4912,0.6601,0,0
BPNT1|10380,470.5539,992.0932,946.2216,882.7716,603.7309,706.3567,1122.549,873.3664,708.2294,778.8079,1166.8892,1020.9171,542.6839,1005.0482,1152.5424,889.8072,956.2868,289.769,2033.0772,624.7071
BPTF|2186,1971.4286,1811.4856,1603.1525,3361.0852,1218.2024,1817.4678,1878.5403,2216.3137,1322.6933,1648.3444,1460.1691,1506.4362,583.3197,1313.9055,2442.615,1311.2948,2233.3006,1084.4884,1461.1278,1454.9715
BPY2|9083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAF|673,348.688,259.6754,414.9281,234.1078,149.8021,249.7644,261.4379,196.4849,269.9917,211.9205,324.4326,268.1566,152.0564,242.313,1054.7215,107.438,94.3026,100.9901,265.1387,148.6441
BRAP|8315,773.7609,662.9213,1270.7464,559.8643,560.7688,1587.0772,711.329,476.7913,579.2186,794.0397,546.0614,658.0362,437.1621,399.2657,865.3753,552.6171,561.3949,413.8614,650.0846,522.2631
BRCA1|672,477.551,735.3308,424.8679,224.1357,512.9282,361.3677,657.9521,226.3001,475.478,484.106,771.6956,561.4815,395.2155,510.7848,933.1719,742.8981,644.4008,142.5743,765.2038,504.5196
BRCA2|675,240.8163,351.2276,165.9713,246.4543,245.9016,629.9089,328.976,124.3804,180.2161,129.1391,232.7548,219.1929,32.1154,168.4259,234.3826,247.3829,366.8959,25.7426,911.0561,215.9357
BRCC3|79184,572.5948,568.4561,356.9773,461.0926,319.9548,637.2395,1101.8519,257.7738,450.2078,678.1457,937.6947,497.4168,320.4981,285.911,445.0363,592.2865,1000,203.9604,736.5542,685.6378
BRD1|23774,1477.551,1044.1115,1268.892,2042.3887,1381.5715,1067.1274,800.6536,1433.078,1445.054,748.3444,1457.4989,1797.4731,424.0537,770.078,1129.7821,804.4077,1064.833,864.0264,1095.976,693.3378
BRD2|6046,8665.8892,6507.2826,6207.6959,8737.4918,2713.3974,3928.16,6344.7712,8403.7855,6334.1646,4684.7682,3110.3694,6821.9779,4502.7036,6000.4589,4429.0557,6394.4904,4113.4578,5629.0429,3709.3372,5156.6789
BRD3|8019,1006.6122,865.1727,499.5642,720.2447,1011.1193,965.1796,733.0773,889.8693,601.6226,810.404,1253.3111,681.2505,421.5304,319.8486,973.2058,656.584,1077.2642,349.1023,1061.1382,833.8232
BRD4|23476,2546.9388,2387.0162,1827.0746,2518.677,2798.1911,1971.4106,2915.0327,2537.1789,2329.5096,2272.1854,2546.9515,2061.9689,1030.313,1735.1996,3747.6998,1622.0386,1696.9548,1950.495,2918.6092,1390.0234
BRD7P3|23629,2.3324,1.6646,0.4636,0.9497,1.6959,0,1.0893,1.8026,0.665,1.3245,0,0.4576,0,0.9179,0.4843,0,0,0.6601,1.0418,0.3348
BRD7|29117,1343.4402,1470.2455,1409.8285,1509.1168,1121.5376,1151.4295,934.6405,831.005,1391.1887,1771.5232,1590.1202,1723.7987,1148.9431,304.7269,1295.8838,1565.2893,1381.1395,1363.0363,728.2198,1155.6746
BRD8|10902,694.4606,973.3666,852.573,1371.8812,523.4596,847.2091,1222.2222,535.3763,601.8288,1066.8874,842.4566,1396.1534,504.0144,696.1909,1230.5085,845.1791,1114.4401,951.1551,964.7089,700.0335
BRD9|65980,1197.0845,868.9139,945.2944,1204.7292,2263.991,1042.5175,1921.5686,976.1154,1039.4015,523.1788,818.8696,780.6744,1091.922,1921.0647,1263.4383,980.1653,592.8291,1153.7954,245.3444,1256.1098
BRDT|676,0.5831,138.1606,0.9272,0,0,296.3661,419.9346,0,0,101.9868,0,0,0,0,554.4794,0,0,0,0,0.3348
BREA2|286076,5.2478,3.3292,10.1994,22.3186,10.7405,6.807,10.3486,3.6052,4.655,23.1788,2.6702,2.7456,9.8312,0.4589,1.937,7.1625,22.5933,5.9406,18.2315,0.6696
BRE|9577,637.8076,775.568,509.4761,592.5397,368.5698,531.0085,325.1634,422.091,385.7024,509.9338,1417.8371,360.5929,646.2396,535.1078,748.184,393.9394,454.779,454.1254,389.6341,474.3622
BRF1|2972,816.9096,439.5256,870.6537,671.7707,632.5608,695.3608,819.1721,635.4214,859.1854,768.8742,1220.3293,763.2854,1521.2191,482.3681,663.4383,390.0826,480.8448,867.9868,479.75,912.6214
BRF2|55290,377.8426,212.2347,285.1182,370.3937,271.3397,349.2512,279.9564,373.1411,575.2286,308.6093,283.0441,285.3946,197.28,183.5704,150.6053,619.8347,459.2338,203.9604,271.3895,212.9227
BRI3BP|140707,148.105,238.8681,323.5976,97.8219,179.7626,283.2757,109.4771,91.9333,148.2959,166.2252,109.4793,119.4349,217.5979,114.7315,191.2833,138.843,233.7917,78.5479,292.7465,243.7228
BRI3|25798,1155.6851,830.6284,1338.8966,1279.2828,1138.4963,1930.045,1358.9325,1458.3146,1123.192,3638.1854,2287.4944,1033.2725,4222.1858,1463.0564,1442.615,1379.6143,907.3183,2480.5281,2364.8913,1606.2939
BRIP1|83990,83.965,105.2851,169.6801,232.6832,159.9774,165.986,423.7473,39.6575,110.3907,145.0331,166.8892,135.9087,69.474,70.2157,252.7845,294.2149,410.609,21.7822,78.1352,996.3174
BRIX1|55299,1348.688,1479.4007,775.1507,900.8164,827.5862,1363.4936,874.7277,769.7161,940.3159,607.947,619.9377,1127.0815,1222.3497,1064.2497,2532.2034,1515.7025,910.1179,719.4719,1238.703,1910.6127
BRMS1L|84312,267.0554,139.4091,206.7687,115.8667,114.7541,191.6431,157.4074,124.3804,211.4713,190.7285,157.9884,263.5806,74.7174,223.9559,238.7409,41.8733,83.4971,178.8779,128.6626,250.4185
BRMS1|25855,946.9388,921.7645,1324.9884,407.9079,1829.8474,2205.9902,1032.1351,914.8265,809.9751,1917.8808,1535.8255,927.1081,3798.1321,855.8972,1514.2857,1201.6529,1499.5088,1349.1749,1082.4326,1604.2852
BRP44L|51660,350.4373,445.6929,389.8934,391.7625,276.9927,1254.058,406.8627,357.8188,377.0574,204.6358,309.3013,416.4207,311.3223,501.1473,354.9637,150.4132,217.0923,397.3597,702.1748,304.3187
BRP44|25874,1528.2799,1067.8319,869.7265,785.4245,597.5127,1932.1395,2275.5991,546.192,878.4705,2111.9205,693.814,820.4861,1173.8489,1017.4392,1628.0872,437.4656,961.6896,565.0165,1081.3908,1142.2832
BRPF1|7862,587.172,965.0437,531.2935,566.5124,681.7411,738.2972,1238.5621,925.6422,367.0823,796.6887,943.4802,748.1845,621.3338,411.1978,511.8644,606.0606,363.9489,563.6964,1212.6579,856.3776
BRPF3|27154,843.7318,1214.7316,738.9893,1008.1356,642.1707,999.5811,1343.6819,1090.5813,862.5104,2929.1391,572.3186,841.5359,613.4688,806.7921,557.385,1203.8567,592.3379,820.462,437.557,894.543
BRS3|680,1.7493,0.4161,0.9272,0,0,0,0.5447,0,0.665,0,0.445,0,0,0,0,0,0.9823,0,0,0.3348
BRSK1|84446,38.484,14.149,19.9351,577.4342,178.0667,48.1726,57.1895,65.7954,19.9501,58.9404,141.522,6.8641,21.6287,2.7536,10.6538,11.5702,65.3242,18.4818,5.7299,42.5176
BRSK2|9024,0,2.4969,6.9541,60.3077,0,1.5708,8.1699,26.1379,1.33,2.649,3.1153,0.9152,0.6554,0.4589,0.9685,0,6.8762,50.165,54.6946,3.6826
BRWD1|54014,1041.3994,1554.3071,2810.3848,2157.7806,2394.0079,2000.2094,2108.9325,1470.9329,1491.6043,984.106,1064.9755,1344.9016,563.0018,1123.4511,900.7264,1205.5096,789.2927,1023.7624,1334.0279,733.1771
BRWD3|254065,363.2653,211.4024,283.7274,372.768,231.2041,151.3247,437.9085,196.4849,168.2461,292.7152,425.9012,295.1553,32.7708,251.9504,257.1429,98.6226,297.1513,182.1782,194.2961,184.8008
BSCL2|26580,1498.5656,1632.8423,929.286,1070.0578,2189.8135,1621.0598,1560.9259,1297.4854,1435.2984,2389.5629,888.7761,596.0628,3026.7082,1168.8343,617.8111,2096.4187,1505.9676,1470.6733,1802.6722,1732.5176
BSDC1|55108,2055.3936,2044.5277,2006.4905,3972.7096,2284.3414,1741.02,2101.8519,2450.6534,1869.9917,2511.9205,1611.482,1754.9158,1544.814,1361.6338,1961.2591,1645.1791,2391.4538,1604.6205,1231.4103,1251.7576
BSG|682,10465.3061,18012.4844,23160.8716,21090.5957,12139.0616,25366.5305,11269.0632,9730.5092,12262.6766,13511.2583,17702.2697,13444.4399,11758.8071,18729.2336,8584.5036,10092.562,8295.1866,20201.3201,22526.8915,10409.7757
BSND|7809,0,0.4161,0,0.4749,0,0,2.7233,1.8026,0.665,9.2715,0.445,1.3728,0.6554,0,0,0,0,0,0.5209,0.3348
BSN|8927,6.414,116.9372,37.0885,22.3186,20.9158,58.1213,68.6275,35.151,6.65,17.8808,33.8229,26.5411,1.3108,6.8839,31.9613,1.1019,7.3674,135.9736,21.3569,15.4001
BSPH1|100131137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSPRY|54836,94.4606,277.5697,124.7102,40.3634,36.1786,353.4402,171.024,94.6372,72.4855,1456.2914,306.186,745.8964,773.3901,146.3974,207.2639,703.0303,136.5422,110.231,1218.9087,25.7784
BST1|683,42.5656,7.9068,142.3273,73.6039,10.1752,40.842,429.1939,129.7882,18.6201,649.6689,118.8251,80.9961,169.0972,96.8334,43.5835,6.6116,28.4872,9.901,195.3379,117.844
BST2|684,8065.8892,2664.1698,4302.2717,7032.2563,74.0531,1810.6608,322.4401,1855.7909,5806.8163,13119.8675,446.3729,205.9223,16328.3631,2883.8917,4512.3487,5602.7548,7124.7544,3241.5842,4805.8341,4661.1985
BSX|390259,0,0,0,0,0,0.5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTAF1|9044,1140.5248,785.2684,1197.4965,667.6583,856.4161,740.9153,912.3094,1355.5656,994.1812,878.8079,681.3529,1516.5035,268.7203,770.078,916.2228,741.0468,636.5422,1092.4092,787.0817,759.9598
BTBD10|84280,878.1341,984.1864,1107.0932,608.3004,707.7445,833.5951,850.7625,584.9482,535.3283,698.0132,855.3627,542.2621,391.283,1225.3327,619.3705,857.3003,983.3006,953.1353,469.8528,691.3291
BTBD11|121551,156.2682,553.4748,759.388,169.5263,358.9599,16.7557,42.4837,237.0437,363.7573,431.1258,8.4557,1210.3657,189.415,804.0385,654.7215,2.2039,63.8507,482.5083,5.7299,61.6003
BTBD12|84464,178.4257,307.9484,253.593,365.645,455.0594,200.5446,663.9434,268.5895,222.1114,235.0993,579.8843,313.4595,209.7329,250.5737,356.4165,197.2452,226.4244,594.7195,164.6048,333.7797
BTBD16|118663,422.1574,841.4482,2393.1386,1089.8122,10.7405,0,39.2157,286.6156,1689.1106,1.9868,46.2839,1784.6602,0,384.5801,185.9564,369.146,38.3104,1553.7954,48.9647,0.3348
BTBD17|388419,0,0,0,2.8492,1.1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3348
BTBD18|643376,2.3324,1.2484,0.9272,1.4246,0.5653,1.0472,3.268,5.4078,1.33,0,0.445,1.3728,0.6554,0.9179,2.4213,1.6529,0.9823,1.9802,1.5627,0.3348
BTBD19|149478,7.5802,13.7328,7.8813,5.2235,9.0447,17.2793,10.8932,55.881,2.66,13.9073,4.4504,4.5761,1.3108,11.0142,6.2954,5.5096,41.2574,75.2475,11.9807,29.7958
BTBD1|53339,1764.4315,1123.1794,1731.5716,1669.1459,1163.3691,795.8949,977.6688,1324.9211,1474.3142,1274.8344,1382.7325,1091.8459,1044.7321,1483.7081,1405.3269,1207.7135,925.835,1135.3135,1021.4872,1422.1627
BTBD2|55643,2131.7784,2451.5189,2200.2782,3370.1076,2854.7202,1797.0468,2541.3943,1982.8752,2903.4081,3181.457,2394.3035,2789.5611,2512.2071,2285.911,2010.6538,1798.3471,2144.4008,2158.4158,4515.1712,1774.3555
BTBD3|22903,1005.2478,1508.1149,1859.0635,843.3579,1203.5048,815.7922,630.719,715.6377,1077.9717,437.0861,637.7392,1096.8796,112.076,1590.179,1377.2397,953.719,1183.6935,3804.6205,375.5697,1009.7087
BTBD6|90135,1355.102,663.6787,1339.3602,1009.5602,1111.3624,1657.7652,1202.6144,904.9121,2393.35,1250.9934,1554.0721,874.9411,3644.7649,1015.5668,924.4552,1336.6391,861.4931,1193.3993,653.2101,2765.6512
BTBD7|55727,861.8076,635.4557,1503.9407,659.5857,724.1379,1233.637,595.3159,642.6318,1352.6185,421.8543,891.4108,838.3327,388.6613,1266.6361,608.7167,595.0413,698.9194,1079.868,310.4571,958.8216
BTBD8|284697,4.0816,7.9068,13.4446,4.2738,1.1306,5.2362,4.902,0.9013,5.32,0.6623,8.0107,3.6608,0,7.8017,11.6223,7.1625,7.8585,1.9802,4.1672,8.3696
BTBD9|114781,539.9417,408.2397,288.3635,860.9279,429.056,212.0641,797.9303,539.8828,340.4821,642.3841,271.4731,271.8175,366.3772,478.6599,309.9274,455.0964,316.7976,587.4587,374.5279,400.067
BTC|685,47.8134,75.7387,24.5712,37.9891,0,0.5236,50.1089,4.5065,17.9551,80.7947,13.3511,12.3553,10.4866,63.7907,150.1211,60.6061,26.0314,13.8614,47.9229,1.3391
BTD|686,322.449,240.9488,242.0028,244.0799,192.199,324.1177,983.1155,314.5561,262.0116,348.3444,472.1851,258.0893,416.8442,247.8201,352.5424,130.0275,246.0707,342.5743,522.9848,330.4319
BTF3L1|690,0,0,0,0.4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTF3L4|91408,722.449,1116.521,1076.4951,939.2804,1011.3058,1713.2684,1009.2593,855.3402,951.6209,1281.457,1117.49,1257.499,920.8586,1320.7894,1553.0266,676.584,897.3477,902.3102,1279.3332,1230.3314
BTF3|689,7875.8017,7704.536,14236.9031,11009.7145,4105.1441,10994.8686,4789.7603,6448.8508,6699.9169,5911.9205,4488.2065,13799.9991,9124.0374,9576.4112,6164.1646,8568.595,9560.9037,7330.6931,7101.4455,6048.8785
BTG1|694,3876.9679,4267.166,5081.5948,3647.428,2758.0554,5635.6687,1754.902,7469.1302,4614.4638,3207.2848,1807.7437,6164.8568,3168.9333,5085.8192,2823.7288,788.4298,1376.2279,5029.703,9681.4689,2292.9361
BTG2|7832,15996.5015,19713.6912,11844.6917,4099.4982,2408.1402,4473.2433,4686.2745,17864.804,12756.1097,1176.1589,3968.4023,29465.6544,1530.3949,20107.3887,22526.8765,853.4435,3514.7348,6374.2574,1076.7027,1836.9602
BTG3|10950,666.4723,578.8598,1265.6467,1352.4118,816.8457,411.0378,898.6928,597.5665,962.926,726.4901,651.0903,982.4783,1092.5774,1335.9339,792.2518,555.9229,776.0314,648.8449,399.0103,720.1205
BTG4|54766,0,0,0.4636,0.4749,0,0,0,0,0,0,0,0,0,1.3768,0,0,0.9823,0,0,0.3348
BTK|695,118.3673,9.5714,6.0269,10.447,16.3934,50.7907,19.6078,968.0036,35.9102,143.7086,14.2412,8.6945,162.543,4.5893,12.5908,30.303,60.9037,20.462,34.3795,178.4399
BTLA|151888,24.4898,1.2484,0.9272,2.3743,0.5653,3.6653,2.1786,210.0045,9.3101,50.3311,0.8901,3.2032,39.3249,0.4589,2.9056,4.4077,7.8585,3.9604,0.5209,16.4044
BTN1A1|696,0,0.8323,0,0.9497,0.5653,0.5236,0,9.0131,0.665,0,71.2061,0,0.6554,0,7.7482,3.3058,0,0.6601,1.5627,0.3348
BTN2A1|11120,1229.1545,560.1332,590.1715,969.6716,525.1555,479.1078,1313.7255,795.854,980.8811,486.755,464.1745,680.0013,665.2466,439.6512,513.8015,702.4793,334.4794,759.0759,258.367,879.143
BTN2A2|10385,391.8367,155.2226,137.6912,453.02,157.7162,186.9306,377.451,760.703,228.0964,276.1589,156.2083,97.9275,507.2915,198.2561,416.9492,287.6033,260.3143,174.2574,101.0548,294.9448
BTN2A3|54718,81.6327,23.7203,27.8164,47.9612,26.0034,16.7557,74.0741,21.6314,54.5303,21.8543,24.9221,13.7282,11.1421,13.7678,31.9613,23.1405,22.5933,27.7228,15.627,37.161
BTN3A1|11119,2089.2128,433.2085,240.1484,1303.5008,407.0096,171.2221,767.9739,1094.1866,1103.2419,1405.298,279.4838,201.3463,1768.3107,420.8352,672.6392,2922.314,882.1218,953.1353,206.7978,1500.5022
BTN3A2|11118,3139.3586,404.0782,358.8317,1983.9805,482.7586,173.8402,688.9978,885.9847,1604.655,513.9073,480.6409,289.6641,3361.6254,499.7705,562.2276,3088.7052,1361.9843,1039.604,327.6468,2144.6267
BTN3A3|10384,1648.3965,141.4898,121.465,696.625,123.2335,141.3761,230.9368,767.0122,655.0291,672.8477,134.4014,58.1159,1259.7083,144.1028,452.7845,1585.6749,899.8035,327.3927,98.4503,772.6816
BTNL2|56244,0,0,0.4636,0,0,0,0.5447,0,0,0,0,0,0.6554,0,0.4843,0,0,0,0,0
BTNL3|10917,0,2.4969,1.3908,0,0,0,0,0,0,0,0,0.4576,1.3108,0,0,0,0,1.3201,0,0
BTNL8|79908,4.0816,0,1.3908,2.3743,0,2.6181,0.5447,4.5065,0.665,9.2715,1.3351,0.4576,0.6554,2.2946,0.4843,0,0,5.2805,0,1.3391
BTNL9|153579,205.8309,138.5768,70.0046,191.3701,13.567,127.2385,19.0632,228.932,17.2901,53.6424,181.1304,41.1845,3.9325,44.0569,11.6223,1.6529,14.7348,547.1947,28.1287,3.0131
BTRC|8945,332.3615,612.9838,722.7631,316.2592,745.0537,486.4384,513.0719,498.4227,657.0241,363.5762,343.5692,636.5288,287.7273,359.7981,593.7046,526.7218,730.8448,607.9208,333.8976,341.4797
BUB1B|701,574.7347,890.6492,520.0742,521.6615,855.9808,625.699,1010.8551,212.402,613.7057,570.7285,567.0672,582.6183,173.2918,709.8577,2114.3002,795.6419,353.4872,114.8185,708.8527,699.8192
BUB1|699,909.621,1235.1228,661.567,440.6735,1066.1391,745.1042,1273.9651,354.2136,954.281,628.4768,2575.4339,601.2932,475.8316,1111.519,2016.4649,835.2617,1276.5226,139.934,742.8051,1138.6006
BUB3|9184,1454.8105,2020.8073,3251.2749,1294.9533,2434.7089,2829.0921,2039.7603,1636.7733,2387.3649,1456.2914,1607.9217,2257.8239,1413.0755,2765.9477,2209.201,2531.1295,3088.4086,1899.0099,2074.7493,1790.4252
BUD13|84811,558.0175,551.8102,406.5832,213.6887,262.2951,386.4279,522.3312,397.4763,267.9967,578.8079,591.4553,487.3495,842.8642,552.0881,735.109,333.3333,455.3045,382.1782,587.5765,648.8115
BUD31|8896,1324.6764,1079.6712,1324.7334,1408.0848,1562.0011,1460.6189,1612.7614,886.3993,1485.3001,2299.245,2137.8505,1836.8638,4642.0973,1387.6411,1613.6659,1770.4628,1345.5845,1539.3993,2282.5472,1349.5447
BVES|11149,67.0554,28.298,19.4715,32.7656,13.0017,62.3102,37.5817,102.749,20.6151,20.5298,311.0814,10.9825,13.7637,11.0142,25.1816,12.1212,174.3615,38.9439,9.8971,277.536
BYSL|705,605.2478,761.5481,463.1433,601.6523,648.3889,826.7881,910.6754,514.6462,444.2228,1092.053,488.2065,585.7346,1460.9209,442.4048,817.4334,906.3361,728.8802,639.604,1094.4133,780.0469
BZRAP1|9256,160.3499,152.7258,582.2902,553.6911,11.8711,9.4251,326.2527,336.1875,35.9102,65.5629,207.8327,247.5644,118.6302,1.3768,15.4964,80.4408,180.7466,9.901,3.6463,409.4409
BZW1|9689,1962.6822,2878.0691,2367.6402,4245.2813,3240.814,2229.0292,1851.8519,3479.0446,4251.3716,3594.702,3273.6983,3525.8478,2925.1188,7831.1152,4716.2228,5452.8926,4591.8468,3908.2508,2276.3381,3946.4345
BZW2|28969,2348.688,3136.0799,2310.6166,3935.6702,3552.8547,7733.2705,3933.0065,1479.0446,1931.1721,2876.1589,4434.802,3783.4795,2233.6556,2247.8201,2450.8475,1713.4986,2082.5147,1630.363,5229.8476,1598.5939
C10orf105|414152,14.5773,77.3491,198.5906,8.5475,0,2.6181,19.6078,264.9842,5.985,7.947,2.2252,33.4052,6.5542,28.9858,317.569,0.551,0.9823,56.7657,1.0418,4.3522
C10orf107|219621,4.0816,1.6646,1.8544,0,1.1306,3.1417,0,5.4078,0.665,1.9868,0,2.288,1.9662,0,0.4843,0,0.4912,0,20.3151,1.6739
C10orf108|414235,5.8309,0.8323,4.6361,2.3743,2.2612,1.5708,2.1786,27.0392,1.995,0.6623,3.5603,1.8304,0,2.2946,2.4213,0,1.9646,3.9604,2.6045,1.3391
C10orf10|11067,2019.8251,284.6442,1187.2972,521.8752,758.6207,632.527,561.5468,511.9423,1067.9967,2390.0662,140.632,1008.5618,1689.6608,4501.6062,393.2203,3154.8209,2199.4106,7481.8482,5265.2689,2663.8768
C10orf110|55853,76.3673,21.8394,9.1933,13.8945,12.312,17.4416,184.3028,91.005,21.5395,26.1722,65.8122,20.0706,8.953,65.4796,44.3099,1.2782,16.2377,9.6238,21.1798,11.2086
C10orf111|221060,8.1633,5.8261,6.9541,6.6481,2.2612,4.1889,9.8039,6.3091,3.99,7.2848,12.9061,8.2369,5.8987,5.0482,8.7167,2.2039,8.3497,6.6007,9.3762,3.0131
C10orf113|387638,0,0,0,0.4749,1.6959,3.6653,0,0,0.665,1.9868,0,0,1.3108,0,0,0.551,0,0,0,0
C10orf114|399726,29.1545,173.9492,65.3686,7.5978,58.7903,226.7253,1013.6166,380.3515,13.9651,76.1589,301.2906,22.8803,461.4124,9.1785,292.9782,24.7934,39.2927,49.505,642.792,73.3177
C10orf116|10974,7232.1633,18967.37,20009.5642,6034.7292,1087.8915,1468.1066,2609.6296,12463.4971,29350.5968,453.6026,1826.1994,19820.3854,5755.7988,11557.9257,20774.4455,6430.9311,724.5874,10748.1122,2270.6759,1419.4543
C10orf118|55088,474.0525,515.1893,438.1085,319.5833,384.9633,686.4593,517.4292,554.3037,322.527,435.7616,223.854,383.0155,125.8398,386.4158,368.523,616.5289,622.2986,273.2673,246.3862,187.4791
C10orf119|79892,1517.7843,1464.0033,1771.9054,896.5426,1543.8101,2071.9447,1636.7102,1100.4957,2064.1729,1372.8477,1032.9328,2040.4614,977.8797,1705.3694,1346.247,2725.0689,1767.1906,1211.8812,1915.3536,1367.9277
C10orf11|83938,90.379,78.2355,55.1692,12.8213,63.8779,47.649,99.6732,30.6444,67.1654,24.5033,121.0503,64.5223,128.4614,138.1368,127.845,103.5813,12.7701,241.5842,70.8426,38.835
C10orf120|399814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf122|387718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf125|282969,100.8746,111.5273,110.3384,36.0896,131.1475,81.1603,129.085,126.183,55.8603,140.3974,10.2359,6.8641,802.8838,94.0799,255.2058,20.9366,100.6876,56.1056,117.2028,63.609
C10orf128|170371,13.4111,2.0807,3.2452,2.8492,2.8265,12.5668,0,49.5719,3.325,30.4636,0,1.3728,26.2166,0,0,7.1625,1.4735,9.901,2.0836,16.7392
C10orf129|142827,234.9854,42.8631,36.6249,13.2962,0,31.9405,7.0806,13.5196,50.5403,0,16.9114,72.3016,0,20.6517,236.3196,0,0,1.3201,1.5627,0.3348
C10orf12|26148,297.3936,295.9883,556.8799,210.1509,172.7304,172.6254,96.5196,173.2222,241.8753,100.6159,108.7316,276.4988,51.1224,498.1368,276.5714,111.7686,302.1906,165.2871,68.7902,214.004
C10orf131|100127889,0,0,0,0.9497,0,1.0472,0,0,0,0,1.3351,0,0,0,0,0,0,0,0.5209,0.3348
C10orf137|26098,351.6035,404.9105,390.8206,272.5718,317.1283,433.5533,522.8758,319.9639,307.2319,242.3841,199.822,429.6913,163.8538,254.704,541.4044,338.843,397.3477,310.231,205.2351,261.4664
C10orf140|387640,8.1633,33.2002,8.8085,0.9497,13.567,149.7539,174.2919,47.6701,9.3101,9.9338,57.4099,5.4913,24.2504,2.2946,52.3002,4.8044,8.3497,8.5809,135.4343,12.387
C10orf18|54906,1801.1662,2374.1157,1522.9485,887.9951,1509.3273,2431.6682,2091.5033,1692.6543,1179.0524,1288.0795,2383.1776,1244.2285,536.7852,1017.4392,1915.7385,1399.449,1774.558,1102.9703,2268.0036,1516.9066
C10orf25|220979,41.9825,16.2297,19.4715,25.1678,10.1752,28.2752,52.2876,39.6575,25.9352,29.8013,25.3672,16.9314,39.3249,16.168,53.753,40.2204,19.1552,39.604,82.3024,75.3264
C10orf26|54838,941.1079,772.784,964.3023,828.1623,1949.1238,1650.5393,1380.4902,1776.4759,1226.9327,985.4305,635.9591,1018.1715,978.5351,1039.9266,960.7748,1107.989,1001.9646,1313.5314,651.1264,1130.5658
C10orf27|219793,0,0,1.3908,0,0,0,0.5447,0,0,0,0,0.9152,0,0,0.4843,0,0,0,0,0
C10orf28|27291,417.4927,385.3516,371.3491,331.9297,465.2346,358.6763,236.9281,313.6548,457.5229,262.9139,229.6395,475.9094,340.1606,256.0808,384.5036,512.9477,324.6562,318.1518,325.5632,266.4881
C10orf2|56652,332.3615,607.1577,326.8428,221.2865,510.4579,309.4565,319.1721,279.4051,358.4372,164.2384,337.7837,464.4692,213.01,215.6953,483.7772,457.3003,378.1925,289.1089,780.8308,208.2357
C10orf32|119032,248.9796,251.3525,717.6634,296.3149,301.3002,586.9725,381.2636,503.8306,468.1629,436.4238,269.6929,540.8893,199.2463,278.5682,324.7215,319.4986,228.1729,359.0759,329.2095,162.7385
C10orf35|219738,186.0058,206.8248,161.3352,235.0575,448.8412,392.1877,421.024,137.9,128.3458,203.3113,259.012,163.365,562.3464,81.2299,568.523,386.2259,163.0648,324.0924,349.5247,216.9401
C10orf40|283025,0,0,0,0,0,0.5236,0,0,0,0,0,0,0,0,0,0,1.4735,0,0,0
